filtername wave filtwidth date detector x y median median_clipped filename observtn visit instrument
F200W 1.989 0.457 2022-05-06T02:59:23.046Z NRCB2 2048 2048 0.08457623422145844 0.08351489 jw01448004001_04101_00001_nrcb2_rate.fits 004 001 NIRCAM
F200W 1.989 0.457 2022-04-29T06:55:15.679Z NRCB1 2048 2048 0.07701075 0.07639166 jw01448002001_04101_00003_nrcb1_rate.fits 002 001 NIRCAM
F200W 1.989 0.457 2022-05-03T00:22:28.268Z NRCB3 2048 2048 0.08736526221036911 0.08594079 jw01448005001_04101_00001_nrcb3_rate.fits 005 001 NIRCAM
F115W 1.154 0.225 2022-05-06T05:38:44.764Z NRCB3 2048 2048 0.0633150115609169 0.06211031 jw01448006001_06101_00001_nrcb3_rate.fits 006 001 NIRCAM
F070W 0.704 0.132 2022-04-29T09:15:28.662Z NRCB1 2048 2048 0.10609667003154755 0.10469263 jw01448008001_02101_00001_nrcb1_rate.fits 008 001 NIRCAM
F115W 1.154 0.225 2022-05-02T19:24:45.950Z NRCB1 2048 2048 0.30404013 0.29975381 jw01448001001_06101_00003_nrcb1_rate.fits 001 001 NIRCAM
F150W 1.501 0.318 2022-04-29T12:20:14.348Z NRCB2 2048 2048 0.2101771980524063 0.2097144 jw01448007001_08101_00003_nrcb2_rate.fits 007 001 NIRCAM
F150W 1.501 0.318 2022-04-29T10:02:11.028Z NRCB2 2048 2048 0.7536520957946777 0.66605866 jw01448008001_08101_00001_nrcb2_rate.fits 008 001 NIRCAM
F070W 0.704 0.132 2022-04-29T11:33:10.542Z NRCB1 2048 2048 0.090497114 0.09004471 jw01448007001_02101_00003_nrcb1_rate.fits 007 001 NIRCAM
F200W 1.989 0.457 2022-04-29T06:47:23.295Z NRCB2 2048 2048 0.08231860399246216 0.081415564 jw01448002001_04101_00001_nrcb2_rate.fits 002 001 NIRCAM
F150W 1.501 0.318 2022-05-06T05:58:04.379Z NRCB4 2048 2048 0.10975120961666107 0.10853136 jw01448006001_08101_00002_nrcb4_rate.fits 006 001 NIRCAM
F150W 1.501 0.318 2022-04-29T12:12:21.900Z NRCB1 2048 2048 0.20223446 0.20156825 jw01448007001_08101_00001_nrcb1_rate.fits 007 001 NIRCAM
F444W 4.408 1.029 2022-05-02T19:08:50.366Z NRCBLONG 2048 2048 11.215455 9.895712 jw01448001001_04101_00003_nrcblong_rate.fits 001 001 NIRCAM
F070W 0.704 0.132 2022-04-29T09:23:21.110Z NRCB2 2048 2048 0.11415763 0.11231777 jw01448008001_02101_00003_nrcb2_rate.fits 008 001 NIRCAM
F115W 1.154 0.225 2022-05-02T19:16:53.566Z NRCB2 2048 2048 0.33834118 0.329954 jw01448001001_06101_00001_nrcb2_rate.fits 001 001 NIRCAM
F444W 4.408 1.029 2022-04-29T09:30:52.053Z NRCBLONG 2048 2048 7.1739397048950195 6.3602386 jw01448008001_04101_00001_nrcblong_rate.fits 008 001 NIRCAM
F070W 0.704 0.132 2022-04-29T11:25:18.095Z NRCB2 2048 2048 0.07643574476242065 0.07594344 jw01448007001_02101_00001_nrcb2_rate.fits 007 001 NIRCAM
F480M 4.874 0.3 2022-05-03T01:01:50.378Z NRCBLONG 2048 2048 0.24983258545398712 0.24875407 jw01448005001_08101_00003_nrcblong_rate.fits 005 001 NIRCAM
F150W 1.501 0.318 2022-04-29T10:10:03.411Z NRCB1 2048 2048 0.734062671661377 0.66685414 jw01448008001_08101_00003_nrcb1_rate.fits 008 001 NIRCAM
